0.00000E+00;8.32837E-06;0.00000E+00;
-5.00000E-03;-9.49249E-05;-4.98550E-03
-1.00000E-02;-1.98333E-04;-1.03545E-02
-1.50000E-02;-3.01277E-04;-1.53400E-02
-2.00000E-02;-4.04839E-04;-2.03255E-02
-2.50000E-02;-5.07938E-04;-2.53110E-02
-3.00000E-02;-6.11346E-04;-3.02965E-02
-3.50000E-02;-7.14135E-04;-3.48985E-02
-4.00000E-02;-8.17388E-04;-4.02675E-02
-4.50000E-02;-9.20796E-04;-4.52530E-02
-5.00000E-02;-1.02436E-03;-5.02385E-02

